date,quarter,house_id,house_type,sales_type,year_build,purchase_price,%_change_between_offer_and_purchase,no_rooms,sqm,sqm_price,address,zip_code,city,area,region,nom_interest_rate%,dk_ann_infl_rate%,yield_on_mortgage_credit_bonds%
2022-05-31,Q2,H100659,Villa,New Sale,1956,899307,-3.63,4,136,6612.55,822 Sample Street,67032,Aalborg,Rural,Nordjylland,0.7,3.69,2.44
2015-12-06,Q4,H100660,Condo,Resale,2017,206989,-0.28,5,138,1499.92,389 Sample Street,38797,Odense,Urban,Syddanmark,3.44,1.91,1.19
2012-02-10,Q3,H100661,Townhouse,Resale,1986,374264,-4.35,6,210,1782.21,653 Sample Street,16449,Aarhus,Suburban,Midtjylland,3.98,1.23,2.39
2020-11-06,Q2,H100662,Townhouse,New Sale,2005,445204,6.71,5,193,2306.76,668 Sample Street,11725,Copenhagen,Rural,Hovedstaden,4.16,2.77,1.12
2021-12-12,Q2,H100663,Villa,Resale,2014,556961,0.97,1,97,5741.87,299 Sample Street,91406,Odense,Suburban,Nordjylland,2.72,3.55,0.58
2015-06-08,Q3,H100664,Condo,Resale,2014,946473,1.66,3,209,4528.58,857 Sample Street,19304,Aarhus,Rural,Midtjylland,1.42,3.12,0.2
2012-12-13,Q4,H100665,Townhouse,Resale,1996,702755,8.4,1,210,3346.45,371 Sample Street,83058,Odense,Urban,Hovedstaden,3.82,3.54,1.22
2010-08-24,Q2,H100666,Apartment,Resale,1969,570616,4.87,5,198,2881.9,99 Sample Street,23663,Copenhagen,Urban,Hovedstaden,3.65,2.38,2.72
2011-01-24,Q3,H100667,Townhouse,Resale,1968,457472,-4.88,5,51,8970.04,47 Sample Street,80320,Odense,Urban,Midtjylland,1.61,3.13,0.79
2018-04-26,Q3,H100668,Apartment,Resale,1978,430634,9.15,6,95,4532.99,839 Sample Street,85008,Aalborg,Suburban,Nordjylland,4.57,0.99,0.7
2023-04-21,Q3,H100669,Villa,New Sale,2009,793088,-1.44,8,50,15861.76,422 Sample Street,85591,Copenhagen,Rural,Midtjylland,0.97,1.72,2.91
2015-01-23,Q2,H100670,Apartment,New Sale,1967,700443,-3.39,1,129,5429.79,480 Sample Street,22676,Aalborg,Suburban,Nordjylland,4.92,1.86,0.17
2022-12-03,Q3,H100671,Townhouse,Resale,1984,340374,6.52,4,132,2578.59,579 Sample Street,35192,Aarhus,Rural,Syddanmark,4.37,2.29,2.38
2017-09-15,Q1,H100672,Townhouse,New Sale,1992,548682,2.51,1,76,7219.5,62 Sample Street,34722,Aarhus,Urban,Midtjylland,3.6,3.75,1.03
2019-03-29,Q2,H100673,Townhouse,New Sale,1960,109778,1.51,9,68,1614.38,109 Sample Street,17446,Odense,Suburban,Midtjylland,4.72,3.56,0.21
2018-12-23,Q3,H100674,Villa,New Sale,1998,95833,-1.26,7,119,805.32,679 Sample Street,14725,Aalborg,Urban,Nordjylland,3.75,0.97,2.76
2013-06-06,Q4,H100675,Villa,Resale,1987,859057,3.21,7,114,7535.59,549 Sample Street,95597,Aalborg,Suburban,Nordjylland,1.36,1.1,0.5
2020-11-25,Q3,H100676,Condo,New Sale,2013,606376,-0.88,5,217,2794.36,119 Sample Street,98207,Copenhagen,Urban,Midtjylland,2.49,1.75,1.7
2022-10-18,Q2,H100677,Townhouse,Resale,2018,785010,8.52,7,188,4175.59,598 Sample Street,67632,Aalborg,Suburban,Hovedstaden,0.82,1.52,0.89
2015-10-24,Q2,H100678,Apartment,New Sale,1957,416081,-1.77,2,272,1529.71,382 Sample Street,76945,Aalborg,Suburban,Hovedstaden,2.25,2.65,0.29
2022-05-28,Q2,H100679,Villa,Resale,1983,514507,8.27,4,102,5044.19,392 Sample Street,83741,Copenhagen,Rural,Hovedstaden,3.84,3.66,0.24
2015-11-21,Q1,H100680,Townhouse,Resale,1997,246375,3.39,7,78,3158.65,977 Sample Street,26365,Copenhagen,Urban,Syddanmark,2.24,3.87,0.44
2023-04-22,Q2,H100681,Townhouse,New Sale,2005,126361,7.43,3,130,972.01,52 Sample Street,75792,Aalborg,Rural,Syddanmark,1.99,2.79,0.31
2013-08-22,Q4,H100682,Villa,New Sale,2014,400373,5.69,2,31,12915.26,603 Sample Street,74857,Odense,Rural,Nordjylland,3.18,3.43,2.31
2013-09-20,Q2,H100683,Condo,Resale,1980,185189,5.45,2,273,678.35,289 Sample Street,25704,Copenhagen,Urban,Syddanmark,4.42,2.34,1.51
2016-10-18,Q3,H100684,Villa,New Sale,1953,664553,-0.13,1,205,3241.72,337 Sample Street,60575,Copenhagen,Suburban,Hovedstaden,0.71,1.23,1.09
2022-06-09,Q1,H100685,Villa,New Sale,1999,572154,-1.49,5,267,2142.9,810 Sample Street,39902,Aalborg,Rural,Midtjylland,2.23,2.34,1.31
2015-07-11,Q4,H100686,Apartment,New Sale,2018,672006,-1.84,6,88,7636.43,204 Sample Street,11195,Aalborg,Urban,Syddanmark,1.21,2.44,2.79
2013-08-24,Q4,H100687,Apartment,Resale,1979,372854,7.86,6,128,2912.92,880 Sample Street,63517,Copenhagen,Suburban,Syddanmark,3.63,3.1,2.74
2021-11-23,Q1,H100688,Condo,Resale,2008,669164,7.31,9,31,21585.94,238 Sample Street,44012,Aalborg,Rural,Hovedstaden,0.98,1.27,2.18
2021-09-01,Q1,H100689,Townhouse,New Sale,2016,80949,1.61,4,272,297.61,382 Sample Street,21415,Copenhagen,Rural,Syddanmark,3.49,1.79,2.67
2013-09-20,Q3,H100690,Villa,New Sale,1994,990051,-3.01,1,240,4125.21,667 Sample Street,49534,Odense,Rural,Nordjylland,1.79,1.77,1.03
2022-09-12,Q3,H100691,Condo,New Sale,1953,787242,0.73,6,152,5179.22,752 Sample Street,31686,Odense,Suburban,Midtjylland,1.4,3.86,1.21
2023-04-17,Q2,H100692,Apartment,Resale,1975,904568,4.29,5,258,3506.08,136 Sample Street,87198,Copenhagen,Rural,Hovedstaden,4.71,2.05,1.88
2018-09-13,Q2,H100693,Villa,Resale,1976,161541,1.82,6,111,1455.32,407 Sample Street,38743,Copenhagen,Suburban,Nordjylland,0.58,3.14,1.91
2015-10-30,Q3,H100694,Townhouse,New Sale,1995,769979,6.7,3,173,4450.75,508 Sample Street,42161,Aarhus,Rural,Hovedstaden,2.47,3.13,1.5
2015-12-21,Q2,H100695,Apartment,New Sale,2013,111842,9.96,2,169,661.79,362 Sample Street,71313,Aarhus,Urban,Nordjylland,0.6,1.43,1.26
2023-05-25,Q2,H100696,Apartment,New Sale,2000,538019,-2.13,6,58,9276.19,381 Sample Street,12402,Aalborg,Rural,Midtjylland,2.68,2.5,2.96
2010-05-18,Q1,H100697,Apartment,New Sale,1999,282930,1.89,1,299,946.25,881 Sample Street,73190,Aalborg,Urban,Midtjylland,2.75,3.63,2.48
2019-07-05,Q3,H100698,Condo,New Sale,1955,339134,1.46,7,276,1228.75,576 Sample Street,62551,Copenhagen,Urban,Nordjylland,1.95,2.16,1.36
2017-10-03,Q2,H100699,Townhouse,New Sale,2008,721553,-0.43,7,41,17598.85,635 Sample Street,23275,Copenhagen,Urban,Nordjylland,1.09,3.81,2.21
2019-10-20,Q1,H100700,Villa,Resale,1964,342253,-2.03,7,135,2535.21,254 Sample Street,38182,Aarhus,Suburban,Nordjylland,2.19,1.25,0.88
2018-04-20,Q4,H100701,Condo,New Sale,1979,180356,-4.01,1,61,2956.66,477 Sample Street,24915,Aarhus,Urban,Nordjylland,3.53,0.76,0.39
2021-05-27,Q1,H100702,Condo,Resale,1991,986737,8.31,4,103,9579.97,114 Sample Street,10909,Copenhagen,Rural,Nordjylland,4.02,3.62,1.12
2017-02-06,Q2,H100703,Condo,New Sale,1986,818917,1.3,7,200,4094.58,20 Sample Street,75908,Odense,Suburban,Nordjylland,2.89,3.47,1.27
2021-10-10,Q4,H100704,Apartment,New Sale,1991,787090,2.45,9,98,8031.53,528 Sample Street,32620,Odense,Urban,Midtjylland,3.15,3.97,0.15
2020-06-15,Q1,H100705,Townhouse,Resale,1984,964565,8.75,5,166,5810.63,145 Sample Street,44112,Aalborg,Suburban,Nordjylland,1.4,2.88,2.46
2021-05-01,Q2,H100706,Condo,Resale,1955,739870,6.64,2,129,5735.43,208 Sample Street,84051,Copenhagen,Suburban,Syddanmark,1.79,3.78,1.14
2020-06-20,Q1,H100707,Villa,Resale,2017,837738,-3.04,7,175,4787.07,531 Sample Street,12431,Copenhagen,Suburban,Midtjylland,1.23,3.39,1.78
2021-01-25,Q1,H100708,Townhouse,Resale,1967,53849,3.48,1,38,1417.08,376 Sample Street,96590,Aalborg,Rural,Hovedstaden,1.62,3.46,0.31
2015-03-22,Q1,H100709,Villa,New Sale,2022,62360,1.63,7,91,685.27,504 Sample Street,72175,Aarhus,Urban,Midtjylland,1.51,2.49,0.61
2012-01-31,Q4,H100710,Townhouse,Resale,1978,423216,6.96,6,214,1977.64,904 Sample Street,42624,Aarhus,Suburban,Hovedstaden,2.84,1.84,2.68
2019-06-08,Q2,H100711,Villa,New Sale,2008,827567,5.86,7,58,14268.4,166 Sample Street,86121,Odense,Suburban,Hovedstaden,3.03,3.77,1.87
2012-06-18,Q2,H100712,Apartment,Resale,1996,669055,5.36,3,143,4678.71,550 Sample Street,71264,Copenhagen,Suburban,Syddanmark,4.75,2.01,2.86
2022-03-14,Q2,H100713,Condo,New Sale,1966,311445,0.11,3,172,1810.73,181 Sample Street,41958,Aarhus,Urban,Nordjylland,1.38,2.39,3.0
2018-01-26,Q4,H100714,Villa,New Sale,1971,751160,7.07,7,149,5041.34,861 Sample Street,11695,Odense,Suburban,Nordjylland,3.39,2.06,1.18
2014-09-16,Q4,H100715,Townhouse,New Sale,2017,571658,-4.21,2,199,2872.65,617 Sample Street,59932,Odense,Suburban,Midtjylland,4.18,2.48,0.97
2010-10-08,Q2,H100716,Condo,New Sale,2018,480179,-2.61,1,186,2581.61,612 Sample Street,54225,Odense,Rural,Nordjylland,3.02,2.15,2.59
2018-12-11,Q4,H100717,Condo,New Sale,1986,104330,0.03,9,289,361.0,602 Sample Street,11403,Aarhus,Urban,Syddanmark,1.65,0.67,3.0
2015-03-03,Q3,H100718,Townhouse,New Sale,1998,101707,-3.85,9,111,916.28,927 Sample Street,93346,Aarhus,Rural,Midtjylland,1.68,3.59,1.93
2018-12-11,Q4,H100719,Villa,Resale,1962,330833,-1.48,7,271,1220.79,812 Sample Street,84391,Copenhagen,Urban,Midtjylland,0.68,2.06,2.41
2011-10-29,Q2,H100720,Apartment,New Sale,1983,603372,7.45,7,201,3001.85,444 Sample Street,48636,Copenhagen,Urban,Midtjylland,1.87,2.56,2.37
2021-06-20,Q2,H100721,Apartment,Resale,2002,90387,9.22,3,260,347.64,332 Sample Street,20839,Odense,Urban,Nordjylland,3.85,0.99,1.13
2011-11-03,Q2,H100722,Villa,Resale,2000,911248,-0.43,2,237,3844.93,503 Sample Street,75546,Odense,Rural,Nordjylland,0.71,0.51,1.77
2015-05-24,Q2,H100723,Condo,New Sale,1952,576930,-1.03,7,104,5547.4,913 Sample Street,57829,Aarhus,Rural,Nordjylland,1.49,1.36,2.52
2021-05-19,Q2,H100724,Condo,Resale,1991,878569,-0.8,9,299,2938.36,79 Sample Street,19230,Aarhus,Rural,Midtjylland,3.68,2.97,2.1
2018-07-20,Q4,H100725,Condo,New Sale,1981,523048,-0.83,1,143,3657.68,585 Sample Street,61977,Copenhagen,Rural,Midtjylland,4.02,0.85,0.16
2022-11-13,Q1,H100726,Condo,Resale,2000,236633,-4.46,4,91,2600.36,935 Sample Street,50232,Copenhagen,Suburban,Hovedstaden,2.55,3.68,1.08
2023-01-30,Q4,H100727,Villa,New Sale,1995,898692,8.9,6,131,6860.24,938 Sample Street,35651,Aalborg,Suburban,Hovedstaden,3.64,1.25,0.52
2020-09-05,Q1,H100728,Condo,Resale,1970,720798,-1.79,7,239,3015.89,688 Sample Street,49963,Copenhagen,Suburban,Nordjylland,2.25,1.22,0.78
2011-06-08,Q4,H100729,Townhouse,New Sale,1993,884874,1.3,7,284,3115.75,396 Sample Street,65872,Aarhus,Urban,Midtjylland,1.22,1.14,2.73
2016-07-21,Q4,H100730,Condo,New Sale,1960,939493,-4.85,2,49,19173.33,608 Sample Street,89198,Odense,Suburban,Nordjylland,2.29,0.55,0.21
2018-07-15,Q2,H100731,Apartment,New Sale,2017,446210,7.87,4,87,5128.85,857 Sample Street,23739,Aalborg,Urban,Nordjylland,3.11,3.2,0.74
2017-02-06,Q2,H100732,Condo,New Sale,1950,828799,5.97,5,141,5878.01,103 Sample Street,73294,Copenhagen,Rural,Hovedstaden,4.77,3.56,1.0
2015-05-23,Q2,H100733,Villa,Resale,2012,437988,9.2,1,225,1946.61,402 Sample Street,58356,Copenhagen,Urban,Syddanmark,0.81,2.65,1.89
2014-10-20,Q2,H100734,Apartment,New Sale,1973,411719,6.72,1,121,3402.64,975 Sample Street,11789,Aarhus,Urban,Nordjylland,2.78,1.16,1.65
2016-04-15,Q1,H100735,Villa,Resale,1962,838245,-0.29,3,81,10348.7,224 Sample Street,29420,Aalborg,Suburban,Syddanmark,1.98,1.5,0.73
2016-03-11,Q2,H100736,Villa,Resale,1960,929459,-1.28,3,37,25120.51,518 Sample Street,99297,Copenhagen,Rural,Syddanmark,2.79,2.17,0.58
2016-04-05,Q1,H100737,Apartment,Resale,2000,959921,5.47,8,127,7558.43,634 Sample Street,47606,Odense,Rural,Midtjylland,0.61,3.84,0.79
2021-07-04,Q1,H100738,Villa,New Sale,1966,134381,0.46,9,265,507.1,236 Sample Street,48640,Aarhus,Suburban,Midtjylland,1.91,1.37,1.56
2017-11-18,Q1,H100739,Villa,Resale,1973,824168,3.49,1,98,8409.88,427 Sample Street,54135,Aalborg,Rural,Nordjylland,4.19,3.06,0.89
2021-05-06,Q2,H100740,Condo,Resale,1968,891708,-4.91,2,74,12050.11,116 Sample Street,47067,Copenhagen,Rural,Hovedstaden,2.99,2.04,2.85
2019-12-24,Q3,H100741,Townhouse,Resale,1986,877675,-4.07,2,166,5287.2,163 Sample Street,68420,Copenhagen,Rural,Hovedstaden,2.53,1.54,1.45
2022-02-19,Q3,H100742,Villa,New Sale,1957,243984,3.03,4,263,927.7,226 Sample Street,27357,Aalborg,Suburban,Nordjylland,1.78,2.1,0.27
2015-08-18,Q4,H100743,Villa,New Sale,1977,110272,3.49,2,61,1807.74,230 Sample Street,49851,Aarhus,Rural,Nordjylland,1.84,0.75,2.21
2022-12-04,Q2,H100744,Villa,Resale,1954,545916,6.27,7,155,3522.04,182 Sample Street,48262,Aalborg,Urban,Hovedstaden,2.22,3.3,1.05
2013-06-30,Q2,H100745,Condo,New Sale,1966,747411,-3.02,9,96,7785.53,249 Sample Street,86853,Aalborg,Urban,Syddanmark,4.26,1.35,2.0
2017-07-29,Q3,H100746,Townhouse,New Sale,1985,788096,2.7,7,59,13357.56,318 Sample Street,68643,Aarhus,Rural,Nordjylland,4.85,3.04,0.91
2010-10-30,Q2,H100747,Apartment,Resale,1968,303091,-2.08,6,143,2119.52,965 Sample Street,31534,Copenhagen,Suburban,Syddanmark,2.47,0.74,1.76
2011-10-01,Q1,H100748,Condo,Resale,2013,902050,-3.6,1,233,3871.46,210 Sample Street,42872,Odense,Suburban,Nordjylland,2.27,3.84,2.34
2010-02-25,Q1,H100749,Condo,New Sale,1960,314064,1.16,9,58,5414.9,656 Sample Street,17689,Aarhus,Suburban,Nordjylland,4.31,1.18,2.79
2023-03-15,Q1,H100750,Townhouse,Resale,2003,156121,-2.55,5,160,975.76,392 Sample Street,79103,Odense,Rural,Syddanmark,2.42,3.59,0.86
2011-06-10,Q4,H100751,Townhouse,New Sale,1994,520435,-1.67,5,214,2431.94,857 Sample Street,96268,Copenhagen,Rural,Syddanmark,2.98,3.33,1.07
2022-07-06,Q4,H100752,Condo,New Sale,1996,651160,-0.24,6,282,2309.08,96 Sample Street,96310,Aalborg,Urban,Hovedstaden,1.54,3.89,1.45
2021-04-16,Q3,H100753,Apartment,New Sale,1961,917564,-1.11,9,91,10083.12,894 Sample Street,98731,Odense,Suburban,Nordjylland,3.85,2.17,2.79
2015-10-27,Q1,H100754,Condo,New Sale,1970,314237,-3.69,8,32,9819.91,858 Sample Street,47412,Copenhagen,Urban,Midtjylland,2.89,3.05,2.71
2019-01-01,Q3,H100755,Townhouse,New Sale,1960,325049,-3.65,8,97,3351.02,756 Sample Street,57734,Copenhagen,Urban,Midtjylland,4.14,1.8,0.36
2010-12-31,Q4,H100756,Apartment,New Sale,1954,696047,-2.1,8,54,12889.76,86 Sample Street,97793,Aalborg,Suburban,Nordjylland,4.01,1.15,0.48
2022-08-27,Q1,H100757,Townhouse,Resale,2005,467567,-4.24,1,208,2247.92,415 Sample Street,79930,Aalborg,Rural,Nordjylland,1.47,2.05,1.54
2023-08-19,Q2,H100758,Apartment,Resale,1969,343125,4.4,1,170,2018.38,394 Sample Street,32228,Copenhagen,Rural,Nordjylland,3.72,1.08,0.41
2014-07-05,Q4,H100759,Villa,New Sale,1990,910335,-0.69,8,260,3501.29,696 Sample Street,87924,Copenhagen,Urban,Syddanmark,4.1,3.94,1.1
2012-07-07,Q2,H100760,Townhouse,New Sale,1995,907253,-0.8,5,192,4725.28,633 Sample Street,21319,Odense,Urban,Midtjylland,2.06,0.84,0.53
2017-08-29,Q3,H100761,Townhouse,New Sale,1961,421344,-0.02,9,159,2649.96,844 Sample Street,16475,Copenhagen,Urban,Midtjylland,1.28,2.56,1.94
2014-03-12,Q2,H100762,Condo,Resale,2019,132289,4.94,2,275,481.05,501 Sample Street,93694,Copenhagen,Urban,Midtjylland,0.51,2.69,2.85
2019-02-28,Q1,H100763,Townhouse,New Sale,1966,690794,8.06,9,201,3436.79,604 Sample Street,24728,Odense,Suburban,Nordjylland,2.53,2.38,2.99
2015-03-22,Q2,H100764,Townhouse,Resale,1968,652801,6.39,8,93,7019.37,582 Sample Street,39545,Aarhus,Urban,Syddanmark,2.09,2.82,1.19
2018-06-14,Q3,H100765,Villa,New Sale,1975,463090,5.91,9,60,7718.17,916 Sample Street,91686,Odense,Urban,Nordjylland,3.0,0.91,1.84
2022-07-17,Q1,H100766,Townhouse,New Sale,1997,756291,2.27,4,76,9951.2,133 Sample Street,71756,Odense,Rural,Hovedstaden,1.35,2.44,2.58
2015-09-07,Q1,H100767,Villa,Resale,2001,450890,5.41,1,159,2835.79,791 Sample Street,78775,Aalborg,Rural,Hovedstaden,4.37,1.51,0.44
2011-12-15,Q4,H100768,Villa,Resale,2019,362660,3.29,1,139,2609.06,649 Sample Street,48699,Odense,Rural,Midtjylland,1.66,3.79,2.1
2012-11-28,Q4,H100769,Villa,New Sale,2004,309480,-1.76,5,98,3157.96,314 Sample Street,46821,Copenhagen,Suburban,Nordjylland,1.52,3.17,1.29
2015-05-31,Q4,H100770,Villa,New Sale,1982,836331,-1.87,2,87,9613.0,699 Sample Street,40615,Copenhagen,Suburban,Hovedstaden,2.66,3.9,0.7
2013-07-20,Q2,H100771,Apartment,New Sale,2011,766046,-0.55,8,135,5674.41,221 Sample Street,23746,Copenhagen,Rural,Hovedstaden,2.74,0.63,1.27
2010-05-06,Q2,H100772,Condo,Resale,1972,538067,8.66,5,285,1887.95,976 Sample Street,96457,Aarhus,Rural,Nordjylland,1.47,1.5,0.32
2022-09-07,Q2,H100773,Apartment,Resale,1964,381356,3.21,5,200,1906.78,438 Sample Street,32745,Copenhagen,Urban,Syddanmark,1.72,1.18,2.12
2019-11-06,Q1,H100774,Townhouse,Resale,1976,183498,6.01,2,191,960.72,46 Sample Street,11245,Aarhus,Urban,Nordjylland,1.26,0.54,0.83
2018-12-28,Q4,H100775,Apartment,Resale,2013,304024,0.2,7,100,3040.24,790 Sample Street,34853,Copenhagen,Suburban,Nordjylland,3.73,1.35,1.0
2014-05-23,Q1,H100776,Apartment,Resale,2000,705258,1.12,8,284,2483.3,192 Sample Street,37632,Odense,Suburban,Syddanmark,3.97,2.88,0.45
2010-03-08,Q4,H100777,Townhouse,Resale,2002,140009,-3.12,1,84,1666.77,520 Sample Street,22856,Aalborg,Urban,Midtjylland,2.58,1.31,2.61
2010-08-21,Q1,H100778,Townhouse,New Sale,2000,773858,-2.43,2,32,24183.06,379 Sample Street,66893,Copenhagen,Rural,Midtjylland,3.71,2.28,1.53
2015-11-27,Q2,H100779,Townhouse,New Sale,1996,473159,7.41,4,55,8602.89,788 Sample Street,80641,Aarhus,Urban,Midtjylland,3.81,3.61,1.76
2013-03-15,Q4,H100780,Apartment,Resale,1953,771755,3.77,5,155,4979.06,691 Sample Street,78049,Aarhus,Suburban,Syddanmark,1.12,2.93,1.75
2015-11-29,Q2,H100781,Apartment,New Sale,1956,94816,0.06,2,82,1156.29,334 Sample Street,68182,Aalborg,Suburban,Hovedstaden,4.85,1.88,1.29
2021-07-08,Q1,H100782,Townhouse,New Sale,1984,54138,7.04,1,227,238.49,39 Sample Street,12801,Copenhagen,Urban,Syddanmark,4.19,1.8,0.66
2014-02-02,Q3,H100783,Condo,Resale,1997,141176,-1.3,9,217,650.58,293 Sample Street,89431,Odense,Urban,Nordjylland,1.42,2.1,2.26
2022-12-02,Q2,H100784,Condo,New Sale,2022,388089,9.64,1,215,1805.07,690 Sample Street,49749,Copenhagen,Urban,Syddanmark,1.34,1.12,0.47
2020-12-21,Q1,H100785,Villa,Resale,2021,840449,0.17,4,233,3607.08,162 Sample Street,83757,Copenhagen,Suburban,Hovedstaden,1.07,2.72,0.4
2016-10-08,Q2,H100786,Townhouse,Resale,1994,846883,0.06,2,40,21172.08,331 Sample Street,65654,Aalborg,Rural,Hovedstaden,1.12,1.77,2.16
2017-04-14,Q1,H100787,Villa,New Sale,2021,768316,-0.32,4,175,4390.38,886 Sample Street,81574,Copenhagen,Urban,Nordjylland,3.87,3.48,0.71
2017-07-02,Q1,H100788,Condo,Resale,1968,406007,-3.17,8,114,3561.46,104 Sample Street,65381,Odense,Suburban,Midtjylland,2.61,3.15,0.99
2014-10-28,Q3,H100789,Villa,Resale,2012,846710,-3.33,8,129,6563.64,161 Sample Street,68601,Aarhus,Suburban,Hovedstaden,4.02,2.64,1.48
2019-08-16,Q4,H100790,Townhouse,Resale,1987,271552,4.72,9,133,2041.74,799 Sample Street,25082,Aalborg,Suburban,Hovedstaden,3.86,1.77,1.4
2015-05-30,Q4,H100791,Townhouse,Resale,2016,93764,8.13,5,75,1250.19,635 Sample Street,24648,Odense,Urban,Hovedstaden,3.22,1.23,2.15
2016-06-20,Q4,H100792,Townhouse,Resale,2008,173030,6.86,7,73,2370.27,54 Sample Street,10364,Aarhus,Urban,Nordjylland,3.59,3.22,1.91
2012-05-26,Q3,H100793,Apartment,Resale,2018,968638,-2.88,3,210,4612.56,940 Sample Street,44568,Aalborg,Rural,Hovedstaden,0.58,2.2,1.97
2020-06-09,Q4,H100794,Villa,Resale,1962,899375,3.18,4,216,4163.77,34 Sample Street,89646,Aalborg,Suburban,Midtjylland,1.9,1.29,2.17
2019-06-11,Q3,H100795,Condo,Resale,1996,669955,-3.42,9,143,4685.0,242 Sample Street,81494,Aarhus,Urban,Nordjylland,3.37,1.18,0.95
2013-08-05,Q4,H100796,Condo,New Sale,2010,366462,-4.32,1,284,1290.36,967 Sample Street,84632,Aarhus,Suburban,Midtjylland,0.54,1.08,1.03
2013-12-31,Q1,H100797,Condo,New Sale,1980,939855,4.85,2,59,15929.75,890 Sample Street,17436,Odense,Suburban,Hovedstaden,0.65,3.22,1.37
2017-06-02,Q2,H100798,Apartment,New Sale,1971,416142,3.03,5,293,1420.28,113 Sample Street,96713,Copenhagen,Rural,Hovedstaden,4.33,1.3,0.99
2016-05-13,Q2,H100799,Apartment,Resale,1992,110128,-3.77,3,127,867.15,318 Sample Street,36754,Copenhagen,Urban,Midtjylland,3.58,2.34,2.96
2014-09-30,Q3,H100800,Townhouse,Resale,2016,269128,-4.48,2,144,1868.94,23 Sample Street,70194,Copenhagen,Urban,Nordjylland,1.69,2.08,2.46
2014-05-25,Q2,H100801,Condo,New Sale,2003,858301,9.85,1,290,2959.66,558 Sample Street,34544,Copenhagen,Suburban,Nordjylland,3.6,2.53,0.58
2017-01-07,Q2,H100802,Apartment,New Sale,1959,283540,-4.55,3,236,1201.44,824 Sample Street,70180,Copenhagen,Suburban,Midtjylland,4.07,3.57,0.12
2019-05-15,Q4,H100803,Townhouse,New Sale,1991,55039,1.67,1,240,229.33,647 Sample Street,73295,Odense,Rural,Hovedstaden,1.88,3.54,0.22
2019-08-19,Q1,H100804,Condo,Resale,2013,202353,2.57,1,244,829.32,118 Sample Street,22638,Aalborg,Rural,Syddanmark,0.66,2.08,0.81
2016-07-25,Q2,H100805,Villa,New Sale,1970,162935,-3.24,1,69,2361.38,985 Sample Street,75715,Odense,Rural,Midtjylland,4.7,0.55,0.43
2020-03-24,Q1,H100806,Townhouse,New Sale,2015,584730,-2.46,8,55,10631.45,701 Sample Street,79409,Odense,Rural,Midtjylland,2.05,1.99,1.65
2017-11-10,Q2,H100807,Apartment,Resale,1990,910220,0.28,3,56,16253.93,643 Sample Street,93106,Odense,Rural,Midtjylland,0.98,2.62,2.59
2013-03-06,Q1,H100808,Apartment,New Sale,1973,956161,6.43,1,219,4366.03,934 Sample Street,27157,Aalborg,Rural,Hovedstaden,2.71,2.45,2.24
2023-04-17,Q3,H100809,Townhouse,Resale,1984,339730,2.61,7,112,3033.3,212 Sample Street,55565,Odense,Suburban,Nordjylland,3.96,2.78,0.73
2010-08-31,Q4,H100810,Townhouse,Resale,2005,103053,4.57,3,199,517.85,418 Sample Street,79996,Odense,Rural,Hovedstaden,1.5,1.04,1.26
2017-02-03,Q1,H100811,Apartment,Resale,1979,231561,9.78,8,196,1181.43,113 Sample Street,75888,Aalborg,Suburban,Midtjylland,1.71,2.76,1.57
2012-11-29,Q2,H100812,Villa,New Sale,2006,788464,6.52,4,217,3633.47,44 Sample Street,66095,Odense,Suburban,Hovedstaden,1.59,1.14,2.45
2021-11-03,Q4,H100813,Condo,New Sale,1996,136346,1.52,4,198,688.62,128 Sample Street,74947,Copenhagen,Urban,Hovedstaden,4.96,3.13,2.53
2017-02-08,Q3,H100814,Villa,Resale,1984,379231,1.7,5,258,1469.89,876 Sample Street,97122,Aarhus,Suburban,Midtjylland,1.39,1.69,2.74
2012-07-08,Q4,H100815,Townhouse,New Sale,1968,455841,4.28,6,126,3617.79,158 Sample Street,80880,Odense,Suburban,Hovedstaden,3.09,2.98,1.58
2010-01-06,Q2,H100816,Villa,New Sale,1957,608685,4.98,7,45,13526.33,785 Sample Street,14507,Aarhus,Rural,Syddanmark,4.66,0.67,2.11
2011-04-13,Q1,H100817,Apartment,New Sale,1975,370815,2.51,4,164,2261.07,827 Sample Street,53988,Odense,Suburban,Hovedstaden,1.16,1.93,0.42
2021-06-02,Q4,H100818,Townhouse,New Sale,2020,166214,4.67,8,55,3022.07,394 Sample Street,26865,Odense,Rural,Hovedstaden,4.87,2.97,1.74
2010-01-04,Q2,H100819,Condo,Resale,1979,535001,-4.65,6,41,13048.8,867 Sample Street,37213,Copenhagen,Rural,Nordjylland,4.76,1.29,0.82
2011-10-08,Q4,H100820,Apartment,New Sale,1956,903329,1.44,1,101,8943.85,852 Sample Street,65954,Aalborg,Rural,Nordjylland,4.48,3.28,1.35
2010-04-28,Q2,H100821,Apartment,Resale,2016,731509,-0.82,1,162,4515.49,512 Sample Street,67450,Aarhus,Urban,Midtjylland,1.47,2.71,1.94
2018-01-07,Q3,H100822,Condo,Resale,2014,448499,-3.06,9,135,3322.21,914 Sample Street,14477,Aalborg,Rural,Midtjylland,3.35,2.56,0.85
2016-12-26,Q1,H100823,Condo,New Sale,1985,450826,-3.51,6,249,1810.55,45 Sample Street,72222,Copenhagen,Suburban,Nordjylland,3.92,1.74,0.25
